id,title,authors,year,venue,citations,abstract,pdf_url,doi,url,relevance_score,rank_score
36607589b388b201005ab3e7f21a42ab738b537e,Code Simulator Website for Project-Based Learning to Enhance Front-End Development Competence,Mirna Milasari Milasari; Y. Anistyasari,2025,Journal of Education Technology and Information System,0,"The platform developed by the researcher, called the ""Code Simulator,"" covers web programming learning materials, including HTML, CSS, and JavaScript. The application, which integrates HTML, CSS, and ...",,10.26740/jetis.v1i01.35642,https://www.semanticscholar.org/paper/36607589b388b201005ab3e7f21a42ab738b537e,1.0,30.0
389447e1318af795a5165db942ea4072b63ce21e,IMPROVING WEB PROGRAMMING COMPETENCE THROUGH LARAVEL BOOTCAMP FOR VOCATIONAL HIGH SCHOOL STUDENTS,Syafrial Fachri Pane; Nyi Raden Nuraini Siti Fathonah; Amri Yanuar; Raden Irfan Santika Rahman; Rifky Najra Adipura; Risyad Ridwansyah; Ode Andi Alamsyah; Hafizh Fakhri Muharram; Rendy Kamaluddin,2025,MERPATI,0,"The rapid development of digital technology requires vocational high school graduates to master practical competencies that align with current industrial needs. However, initial observations at SMK Ne...",,10.36618/merpati.v7i1.4520,https://www.semanticscholar.org/paper/389447e1318af795a5165db942ea4072b63ce21e,1.0,30.0
413069f431000b7ab0682e3ab19aa0ee4364daea,"Students' perceptions of peer assessment in a Web programming course: Reflections on feedback, learning, and professional improvement",Jelena Matejić,2025,Journal of Educational Studies in Mathematics and Computer Science,0,This paper examines students' perceptions and attitudes toward peer feedback within the course Introduction to Web Programming. The primary aim is to explore how students perceive the contribution of ...,,10.5937/jesmac2501056m,https://www.semanticscholar.org/paper/413069f431000b7ab0682e3ab19aa0ee4364daea,1.0,30.0
643359f8d70af9d9b0720c70f82e9696d6409f93,Implementation of Test-Driven Approach to Empower Self-Learning in PHP Web Programming Practice,Y. Syaifudin; Triana Fatmawati; Amal Dermawan Udjir; P. Saputra; Nobuo Funabiki; Mustika Mentari; Chandrasena Setiadi; A. Rahmadani,2025,International Scientific Journal of Computing,0,"Web applications have become immensely popular and widely utilized across various sectors due to their accessibility, scalability, and ability to provide real-time updates, driving the demand for skil...",,10.47839/ijc.24.2.4015,https://www.semanticscholar.org/paper/643359f8d70af9d9b0720c70f82e9696d6409f93,1.0,30.0
2e8f54184e7af66c2f42876ef8a6e6fdd129dfac,"Development of an Interactive Method for Training It Students on The Topic Of ""Website Optimization""",Rasulova Tursunoy Paziljanovna,2025,European International Journal of Pedagogics,0,"The article presents the development and testing of an interactive teaching method for students on the topic of ""Website Performance Optimization."" The method is focused on a practice-oriented approac...",,10.55640/eijp-05-08-16,https://www.semanticscholar.org/paper/2e8f54184e7af66c2f42876ef8a6e6fdd129dfac,1.0,30.0
324f0bf49b85cb650459c7caf11db4d9cef1d651,Empowering Independent Learning in Web Development Using Intelligent Tutoring Systems,Danny Wiselee; Anglie Yanto; Laurens Spits Warnars; H. Warnars; Fariza Hanis Abdul Razak,2025,International Conference on Communications and Information Technology,0,"The increasing demand for flexible and self-paced learning in higher education has underscored the need for intelligent digital tools that support autonomous study, particularly in foundational techni...",,10.1109/ICCIT65724.2025.11166728,https://www.semanticscholar.org/paper/324f0bf49b85cb650459c7caf11db4d9cef1d651,1.0,30.0
45a613574ce87f13e02fde52cd6e63e7d8abd97c,"Gamifying Coding Education for Beginners: Empowering Learners with HTML, CSS and JavaScript",Santhush Chandrasekara; Dileep Hewavitharana; Maleesha Weerasinghe; Binod Gayasri; D. Wijendra; Dilshan I. de Silva,2025,International Conference on Soft Computing and Software Engineering,0,Traditional coding education often fails to engage and motivate beginners due to its lack of interactivity and personalized learning experiences. This paper presents a gamified learning platform desig...,,10.1109/SCSE65633.2025.11030977,https://www.semanticscholar.org/paper/45a613574ce87f13e02fde52cd6e63e7d8abd97c,1.0,30.0
25575afbb31d80bfff74b0bcac5fc4ce44fed4d5,Exploration of the Ideological and Political Education in the “Web Design and Website Construction” Course,Yiyong Ye,2024,Journal of Contemporary Educational Research,0,“Web Design and Website Construction” is a core professional course for e-commerce majors. This article explores how to integrate ideological and political education into the curriculum teaching of th...,,10.26689/jcer.v8i7.7805,https://www.semanticscholar.org/paper/25575afbb31d80bfff74b0bcac5fc4ce44fed4d5,1.0,29.0
4f4abea8e7e44642d28a32d12a14e4b923c24ee3,Comparative Study of Facial Expression Recognition Using Facial Landmark in e-Learning System,F. Bachtiar; Cesilia Natasya Nainggolan; Riza Setiawan Soetedjo; R. I. Rokhmawati; Lailil Muflikhah,2024,"2024 11th International Conference on Electrical Engineering, Computer Science and Informatics (EECSI)",0,"The e-Iearning system or distance learning system has become important, especially during the COVID-19 pan-demic. Several tertiary institutions have made the e-Iearning system an alternative teaching ...",,10.1109/EECSI63442.2024.10776068,https://www.semanticscholar.org/paper/4f4abea8e7e44642d28a32d12a14e4b923c24ee3,1.0,29.0
255a21fe9bce890570b7483ef45bea9428ea5629,A Design of Phrase Fill-in-Blank Problem in JavaScript-Based Web-Client Programming Learning Assistant System,Huiyu Qi; Zhikang Li; Nobuo Funabiki; Wen-chung Kao,2024,International Conference on Computational Intelligence and Intelligent Systems,0,"JavaScript-based web-client programming including HTML, CSS, and JavaScript is taught to students in introductory web development courses in universities worldwide. To assist self-studies of novice st...",,10.1145/3708778.3708799,https://www.semanticscholar.org/paper/255a21fe9bce890570b7483ef45bea9428ea5629,1.0,29.0
3e6bd5993bbaf2412de114a78e4480a4e7487005,DESIGN AND CONSTRUCTION OF E-LEARNING MEDIA MOBILE BASED USING ANDROID STUDIO,Harun Aminuddin; Nirsal Nirsal,2024,Jurnal Teknik Informatika (Jutif),0,"In the increasingly developing digital era, technological transformation has had a significant impact on various sectors, including education. This phenomenon gives rise to a new paradigm in the teach...",,10.52436/1.jutif.2024.5.4.2163,https://www.semanticscholar.org/paper/3e6bd5993bbaf2412de114a78e4480a4e7487005,1.0,29.0
5b6d26f70c3f90067f4803d1ed57e4e43de64c5d,Web-Based E-Learning Application For Mathematics And Indonesian Language Subjects At Sman 4 South Tangerang Using Html And Php,Desy Diana; Munich Heindari Ekasari,2024,Journal of Renewable Engineering,0,"This project develops a web-based e-learning application for Mathematics and Indonesian subjects at SMAN 4 South Tangerang, using HTML and PHP as the main platform. The main goal of this app is to pro...",,10.62872/8jd9jp85,https://www.semanticscholar.org/paper/5b6d26f70c3f90067f4803d1ed57e4e43de64c5d,1.0,29.0
031d01bde6fe434cca255b9593e2660c9b1fb5bd,Development of Learning Media Innovation for Android-Based Web Programming Courses,Muhammad Alam Nur Haris; Mustari Lamada; S. Syamsurijal,2023,Journal of Research and Innovation,0,"This study aims to develop a learning media for the Android-based web programming course and evaluate the validity, practicality, and effectiveness of the learning media. The Research & Development (R...",,10.59562/jorein.v1i2.50271,https://www.semanticscholar.org/paper/031d01bde6fe434cca255b9593e2660c9b1fb5bd,1.0,28.0
4409895973801a21dc8f9852f2ca5d4d08bfcea9,Responsive Web Design Learning Media: Enhancing Student Independence in Vocational Web Programming,Wira Tri Yoga; K. Kusumadyahdewi; Wahyu Mulyo Utomo,2023,Letters in Information Technology Education (LITE),0,The main objective of this learning media development is to develop Responsive Web Design (RWD) based learning media with the Pomodoro learning technique on web programming. The learning media is used...,,10.17977/um010v6i22023p64-69,https://www.semanticscholar.org/paper/4409895973801a21dc8f9852f2ca5d4d08bfcea9,1.0,28.0
2fe20aea6111a5e1328e4680c553698567ff226c,The blended teaching practice in the web development fundamentals course,Changli Feng; Haiyan Wei; Xueming Bai; Sai Qiao; Xiaorong Zhu; Jing Liu,2023,,0,,,,https://www.semanticscholar.org/paper/2fe20aea6111a5e1328e4680c553698567ff226c,1.0,28.0
06f9d750bc1801082723eb3e8d5ad5f9bb4d3b35,Reform of the web design and construction teaching,Haibo Wang; Weina Zhang,2012,National Conference for Engineering Sciences,0,"This paper puts forward reform method for the web design and construction teaching from three aspects. Based on computational thinking, we redesigned guiding principle in HTML element and CSS layout t...",https://doi.org/10.2991/icetms.2013.153,10.1109/NCES.2012.6543602,https://www.semanticscholar.org/paper/06f9d750bc1801082723eb3e8d5ad5f9bb4d3b35,1.0,27.0
0e69b49cd93b0421f68be38bb26e24dc23da94da,An Event Listener or an Event Handler? Students Explain Event-drivenness in JavaScript,Aleksi Lukkarinen; T. Lehtinen; Lassi Haaranen; L. Malmi,2021,,0,,,,https://www.semanticscholar.org/paper/0e69b49cd93b0421f68be38bb26e24dc23da94da,1.0,26.0
2e7a74df4bd72436b11d9968c9e5d595afd43cc1,INTEGRATING A SERVICE LEARNING PROJECT INTO AN ADVANCED WEB DEVELOPMENT COURSE,,2011,,0,Student success is a growing concern in higher education institutions. How can educators create courses that better prepare students for their future careers? The purpose of this paper is to present r...,https://doi.org/10.48009/2_iis_2011_22-29,10.48009/2_iis_2011_22-29,https://www.semanticscholar.org/paper/2e7a74df4bd72436b11d9968c9e5d595afd43cc1,1.0,26.0
25717e5f386d2fe2bc31401bd40c9ae2e8c38eb1,"""Unboxing the Sandbox"": A New Method of Learning PHP Advanced Web Programming",Mohamad Rahimi; M. Rosman; M. A. Aziz; Mohd Akmal; Faiz Osman,2020,,0,,,,https://www.semanticscholar.org/paper/25717e5f386d2fe2bc31401bd40c9ae2e8c38eb1,1.0,25.0
584993d27fc55e29391545492d87d3ab244e4bf9,Investigating a new approach for teaching the JavaScript DOM,Seán Doyle,2020,,0,,,10.25316/IR-15258,https://www.semanticscholar.org/paper/584993d27fc55e29391545492d87d3ab244e4bf9,1.0,25.0
28e25271fb10fdff126cbea8f8dd474e2cff0f6a,"Lozinskaya A. M., Yahabipova I. M. COMPARATIVE ANALYSIS OF ON-LINE SERVICES FOR TEACHING SCHOOL STUDENTS WEB PROGRAMMING",Удк; Лозинская А.М; Яхабипова И.М; Сравнительный Анализ; ON-LINE Сервисов; Для Обучения; Школьников WEB-ПРОГРАММИРОВАНИЮ,2018,,0,,,,https://www.semanticscholar.org/paper/28e25271fb10fdff126cbea8f8dd474e2cff0f6a,1.0,23.0
2f0f46613f6531a03872c89cabec6b93ea61bd0c,Development and Assessment of E-Learning Software and Instructional Training Devices,Eunice B. Custodio,2018,,0,,,,https://www.semanticscholar.org/paper/2f0f46613f6531a03872c89cabec6b93ea61bd0c,1.0,23.0
13ecb3555f90f377c560c11e5a91f23f3ab72820,Formal concept analysis for e-learning,Research Online; G. Beydoun,2017,,0,,,,https://www.semanticscholar.org/paper/13ecb3555f90f377c560c11e5a91f23f3ab72820,1.0,22.0
0d6b7722081be3203192d31472fde234ee4c4535,Learners’ and Educators’ Perspectives on the Value of Web Design in the South African Grade 11 Computer Applications Technology Curriculum,Colin Pilkington; I. Sanders,2016,,0,,,10.1080/18117295.2016.1236999,https://www.semanticscholar.org/paper/0d6b7722081be3203192d31472fde234ee4c4535,1.0,21.0
35ec569da831f3daf198661bdf4e42cc9c65caa3,Stop downloading. Start uploading. Web development takes students from technology consumer to creator,Katie Bell,2016,,0,,,,https://www.semanticscholar.org/paper/35ec569da831f3daf198661bdf4e42cc9c65caa3,1.0,21.0
1311c3cf249c47b6568d7975f6461d76c4919a48,IMPLEMENTASI PEMBELAJARAN E-LEARNING BERBASISMOODLE PADA PROGRAM STUDI TEKNIK TELEKOMUNIKASI,Nash Ashahibi,2015,,0,,,,https://www.semanticscholar.org/paper/1311c3cf249c47b6568d7975f6461d76c4919a48,1.0,20.0
26e4586614af9aba7e53db6e0867cccf68a55824,Problem based e-learning system for PHP,Devjyoti Nath; B. Chandra,2015,,0,,,,https://www.semanticscholar.org/paper/26e4586614af9aba7e53db6e0867cccf68a55824,1.0,20.0
5f589a81ac6131729c84f03bc1f4d8b65a7f8753,Snapshots of Student Behavior During Online Learning,Danielle M. Geerling,2015,,0,,,,https://www.semanticscholar.org/paper/5f589a81ac6131729c84f03bc1f4d8b65a7f8753,1.0,20.0
080e03a67d424fadd2780bd0b5600ab1c2a74067,Application of Project-Driven Case Teaching in Dynamic Web Design Course,Cai Qun-ying,2013,,0,,,,https://www.semanticscholar.org/paper/080e03a67d424fadd2780bd0b5600ab1c2a74067,1.0,18.0
0d39e999840c15a82726e73abd1fa89aef4bb6e3,Application of Scaffolding Instruction in Web Design and Production Course,Lai Jing-hui,2013,,0,,,,https://www.semanticscholar.org/paper/0d39e999840c15a82726e73abd1fa89aef4bb6e3,1.0,18.0
11073f1bbaca0721a5b1369afdfd91b66a913ee7,Responsive Web Design Based Educational Systems Research and Construction of Mobile Platforms,Jiaxuan Fei,2013,,0,,,,https://www.semanticscholar.org/paper/11073f1bbaca0721a5b1369afdfd91b66a913ee7,1.0,18.0
30d53de09802215876b3d663e0d095e27acfea80,Web Based E-Learning System for C-Language,Lian Hong; Chuanmu Li,2013,,0,,,10.4028/www.scientific.net/AMM.427-429.2870,https://www.semanticscholar.org/paper/30d53de09802215876b3d663e0d095e27acfea80,1.0,18.0
44f9988f8ff46613edcbc6303ee83edafe6aad81,Development of a Blended Learning Model for Apprenticeship Vocational Students of Class XI in Web Programming Subjects,Azhar Ahmad Smaragdina; S. Wibawanto,2013,,0,,,,https://www.semanticscholar.org/paper/44f9988f8ff46613edcbc6303ee83edafe6aad81,1.0,18.0
0cb597b9cda8f60d61ca92f6c0696495628f1aff,Research on the Application of Heuristic Teaching Method in Web Development Technology Course,Yang Yan-li,2013,,0,,,,https://www.semanticscholar.org/paper/0cb597b9cda8f60d61ca92f6c0696495628f1aff,1.0,18.0
1e7bd217e5c5369be1fdeeffde74b8e4468cac41,Hacks and hackers in the classroom: facilitating communication and collaborative data journalism projects between journalism and web development students,M. Knight,2013,,0,,,,https://www.semanticscholar.org/paper/1e7bd217e5c5369be1fdeeffde74b8e4468cac41,1.0,18.0
12ca7c65c5e9b70c849ac3dd852221ffca180547,Application of “Six-states” Teaching Method in the Teaching of “Web Design”,Xu Hao,2012,,0,,,,https://www.semanticscholar.org/paper/12ca7c65c5e9b70c849ac3dd852221ffca180547,1.0,17.0
30847990d16881d89fc66dfc29bac1f1759676ff,"Application Project Teaching Method in the""Web Design""Teaching",Huang Wufeng,2012,,0,,,,https://www.semanticscholar.org/paper/30847990d16881d89fc66dfc29bac1f1759676ff,1.0,17.0
36b4b2f559db980ea5bee9845795faab25331a58,Study on Web Design Teaching in Art Design Major of Vocational College,Liu Yan-yu,2012,,0,,,,https://www.semanticscholar.org/paper/36b4b2f559db980ea5bee9845795faab25331a58,1.0,17.0
3abdb68e899a16e568207e4d4d04aafad85ae30d,Practice Teaching Reform of Web Programming,Li Yan-ping,2012,,0,,,,https://www.semanticscholar.org/paper/3abdb68e899a16e568207e4d4d04aafad85ae30d,1.0,17.0
5b1b3ea20858593e7ff629c32c90823d9ab5386f,wProjects : Dynamic Web Development Projects for Female High School Students,Elizabeth Thiry; M. Rosson,2012,,0,,,,https://www.semanticscholar.org/paper/5b1b3ea20858593e7ff629c32c90823d9ab5386f,1.0,17.0
0fc8ce4e71d21ffc5559b5297b76fc727d61a7da,On Teaching Reform of Java Web Development Course in Higher Vocational Software Major,Wang Hong-lei,2012,,0,,,,https://www.semanticscholar.org/paper/0fc8ce4e71d21ffc5559b5297b76fc727d61a7da,1.0,17.0
2719e21294dfecf7f227c458c4d95722c6389bff,Discussion on the Education of the Most Sought-after Skill in Web Development: Framework Knowledge,Jianhong Sun; Qun Cai; Yingjiang Li,2012,,0,,,10.1007/978-3-642-28655-1_89,https://www.semanticscholar.org/paper/2719e21294dfecf7f227c458c4d95722c6389bff,1.0,17.0
0c6b85c564221d7b82aa605addb13e545d8182ee,On Website Plan and Courses Reform,Li Qiang,2011,,0,,,,https://www.semanticscholar.org/paper/0c6b85c564221d7b82aa605addb13e545d8182ee,1.0,16.0
23c84f1cf7b7cdb6f38c360feb93f8aea504d275,Picture Photography and Editing Learning Website Design Strategy,Wang Xiu-ling,2011,,0,,,,https://www.semanticscholar.org/paper/23c84f1cf7b7cdb6f38c360feb93f8aea504d275,1.0,16.0
2caf51c4e3c7e42d8823dfae1791af69b461cbd2,The Influence Capability of Mathematics and English Language Learning Achievement Against Web Design Students Subject SMK 3 Yogyakarta School Year 2010/2011,Lukman Affandi,2011,,0,,,,https://www.semanticscholar.org/paper/2caf51c4e3c7e42d8823dfae1791af69b461cbd2,1.0,16.0
3120d187efd2e6f52c794aca7708da4b9dbf8949,Improve Web Design Curriculum Teaching of Art Professional with the Development Trend,Xie Tao,2011,,0,,,,https://www.semanticscholar.org/paper/3120d187efd2e6f52c794aca7708da4b9dbf8949,1.0,16.0
312f3e58bb4596f13bb2af0d32a0a18b70a1d914,"By ""Speaking Lesson"" the Form Expounds the Teaching of Higher Vocational ""ASP.NET Dynamic Web Design"" Course",Xu Zhao-xing,2011,,0,,,,https://www.semanticscholar.org/paper/312f3e58bb4596f13bb2af0d32a0a18b70a1d914,1.0,16.0
0555d89de17f69102f90f62b3878090bdcc98e87,ELEARNING WEBSITE MAKING LANGUAGES C USING PHP AND MYSQL,H. Saputra; Fitrianingsih Fitrianingsih,2011,,0,,,,https://www.semanticscholar.org/paper/0555d89de17f69102f90f62b3878090bdcc98e87,1.0,16.0
418c4f614b8459aa42b621cd05ee6455e8c808c6,MAKING MATERIAL MECHANICS E-LEARNING APPLICATIONS USING PHP AND MYSQL.,Merta Riza; J. Widjajakusuma,2011,,0,,,,https://www.semanticscholar.org/paper/418c4f614b8459aa42b621cd05ee6455e8c808c6,1.0,16.0
0347c1c8f41490f1ae4612f1aad0a636062d29f7,Practice and Design of Web Development Course Practice Teaching Based on Working-Learning Integration,M. Rong-fei,2011,,0,,,,https://www.semanticscholar.org/paper/0347c1c8f41490f1ae4612f1aad0a636062d29f7,1.0,16.0
34e8dfea5e5356b24e6fc32fed3d1f90aecc2f76,"MAKING Student WEBSITE OF SMA N 8 BOGOR USING MACROMEDIA DREAMWEAVER 8, PHP AND MYSQL",Nur Andika Rachman,2011,,0,,,,https://www.semanticscholar.org/paper/34e8dfea5e5356b24e6fc32fed3d1f90aecc2f76,1.0,16.0
0d6665bce080bb3a4137629a4a1156bb26f5b1f9,Development and Construction of Project Course on Business Web Design and Production,Zhang Xue-qin,2010,,0,,,,https://www.semanticscholar.org/paper/0d6665bce080bb3a4137629a4a1156bb26f5b1f9,1.0,15.0
244c7a4736847dd6a15873a57509f0e5605301fe,"Discussion of the Project Approach in the ""HTML Web Design"" Teaching Application",Ouyang Fang,2010,,0,,,,https://www.semanticscholar.org/paper/244c7a4736847dd6a15873a57509f0e5605301fe,1.0,15.0
2c75677ac8c71ea3aedd74ca7707f2bfebc7d0c4,On JavaScript Case Teaching in Higher Vocational Colleges,Shen Yi,2010,,0,,,,https://www.semanticscholar.org/paper/2c75677ac8c71ea3aedd74ca7707f2bfebc7d0c4,1.0,15.0
